Torsade B B_DISEASE_ADJECTIVE[DISEASE]/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
to O O
19 O O
and O O
9 O O
% O O
of O O
controls O O
, O O
respectively O O
( O O
p O O
= O O
0 O O
. O O
11 O O
and O O
0 O O
. O O
02 O O
, O O
respectively O O
) O O
. O O

We O O
conclude O O
that O O
coronary B B_DISEASE
artery I I_DISEASE
or I I_DISEASE
myocardial I I_DISEASE
disease I I_DISEASE
is O O
common O O
( O O
38 O O
% O O
) O O
in O O
young O O
asymptomatic O O
chronic O O
cocaine O O
users O O
. O O

Therefore O O
, O O
screening O O
ECG O O
and O O
echocardiography O O
may O O
be O O
warranted O O
in O O
these O O
patients O O
. O O

The O O
cardioprotective O O
effect O O
of O O
the O O
ethanol O O
extract O O
of O O
Picrorrhiza O O
kurroa O O
rhizomes O O
and O O
roots O O
( O O
PK O O
) O O
on O O
isoproterenol O O
- O O
induced O O
myocardial B B_DISEASE
infarction I I_DISEASE
in O O
rats O O
with O O
respect O O
to O O
lipid O O
metabolism O O
in O O
serum O O
and O O
heart O O
tissue O O
has O O
been O O
investigated O O
. O O

Oral O O
pre O O
- O O
treatment O O
with O O
PK O O
( O O
80 O O
mg O O
kg O O
( O O
- O O
1 O O
) O O
day O O
( O O
- O O
1 O O
) O O
for O O
15 O O
days O O
) O O
significantly O O
prevented O O
the O O
isoproterenol O O
- O O
induced O O
myocardial B B_DISEASE
infarction I I_DISEASE
and O O
maintained O O
the O O
rats O O
at O O
near O O
normal O O
status O O
. O O

Phase O O
2 O O
early O O
afterdepolarization O O
as O O
a O O
trigger O O
of O O
polymorphic O O
ventricular B B_DISEASE
tachycardia I I_DISEASE
in O O
acquired O O
long B B_DISEASE_ADJECTIVE[DISEASE]/B_SPECIES[BIO]
- I B_DISEASE_ADJECTIVE[DISEASE]/I_SPECIES[BIO]
QT I B_DISEASE_ADJECTIVE[DISEASE]/I_SPECIES[BIO]
syndrome I B_DISEASE_ADJECTIVE[DISEASE]/I_SPECIES[BIO]
: O O
direct O O
evidence O O
from O O
intracellular O O
recordings O O
in O O
the O O
intact O O
left O O
ventricular O O
wall O O
. O O

The O O
contribution O O
of O O
transmural O O
dispersion O O
of O O
repolarization O O
( O O
TDR O O
) O O
to O O
transmural O O
propagation O O
of O O
EAD O O
and O O
the O O
maintenance O O
of O O
TdP B B_PROTEIN[GENE]/B_DISEASE
was O O
also O O
evaluated O O
. O O

METHODS O O
AND O O
RESULTS O O
: O O
Transmembrane O O
action O O
potentials O O
from O O
epicardium O O
, O O
midmyocardium O O
, O O
and O O
endocardium O O
were O O
recorded O O
simultaneously O O
, O O
together O O
with O O
a O O
transmural O O
ECG O O
, O O
in O O
arterially O O
perfused O O
canine O O
and O O
rabbit O O
left O O
ventricular O O
preparations O O
. O O

dl O O
- O O
Sotalol O O
preferentially O O
prolonged O O
action O O
potential O O
duration O O
( O O
APD O O
) O O
in O O
M O O
cells O O
dose O O
- O O
dependently O O
( O O
1 O O
to O O
100 O O
micromol O O
/ O O
L O O
) O O
, O O
leading O O
to O O
QT B B_DISEASE
prolongation I I_DISEASE
and O O
an O O
increase O O
in O O
TDR O O
. O O

Although O O
both O O
dl O O
- O O
sotalol O O
and O O
azimilide O O
rarely O O
induced O O
EADs O O
in O O
canine O O
left O O
ventricles O O
, O O
they O O
produced O O
frequent O O
EADs O O
in O O
rabbits O O
, O O
in O O
which O O
more O O
pronounced O O
QT B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
prolongation I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
was O O
seen O O
. O O

An O O
increase O O
in O O
TDR O O
by O O
dl O O
- O O
sotalol O O
facilitated O O
transmural O O
propagation O O
of O O
EADs O O
that O O
initiated O O
multiple O O
episodes O O
of O O
spontaneous O O
TdP B B_DISEASE/B_GENE
in O O
3 O O
of O O
6 O O
rabbit O O
left O O
ventricles O O
. O O

CONCLUSIONS O O
: O O
This O O
study O O
provides O O
the O O
first O O
direct O O
evidence O O
from O O
intracellular O O
action O O
potential O O
recordings O O
that O O
phase O O
2 O O
EAD O O
can O O
be O O
generated O O
from O O
intact O O
ventricular O O
wall O O
and O O
produce O O
a O O
trigger O O
to O O
initiate O O
the O O
onset O O
of O O
TdP B B_PROTEIN[GENE]/B_DISEASE
under O O
QT B B_DISEASE
prolongation I I_DISEASE
. O O

A O O
pilot O O
study O O
to O O
assess O O
the O O
safety O O
of O O
dobutamine O O
stress O O
echocardiography O O
in O O
the O O
emergency O O
department O O
evaluation O O
of O O
cocaine O O
- O O
associated O O
chest B B_DISEASE/B_LOCATION
pain I I_DISEASE/I_LOCATION
. O O

STUDY O O
OBJECTIVE O O
: O O
Chest B B_DISEASE
pain I I_DISEASE
in O O
the O O
setting O O
of O O
cocaine O O
use O O
poses O O
a O O
diagnostic O O
dilemma O O
. O O

Dobutamine O O
stress O O
echocardiography O O
( O O
DSE O O
) O O
is O O
a O O
widely O O
available O O
and O O
sensitive O O
test O O
for O O
evaluating O O
cardiac O O
ischemia B B_DISEASE/B_LOCATION
. O O

Because O O
of O O
the O O
theoretical O O
concern O O
regarding O O
administration O O
of O O
dobutamine O O
in O O
the O O
setting O O
of O O
cocaine O O
use O O
, O O
we O O
conducted O O
a O O
pilot O O
study O O
to O O
assess O O
the O O
safety O O
of O O
DSE O O
in O O
emergency O O
department O O
patients O O
with O O
cocaine O O
- O O
associated O O
chest B B_DISEASE/B_LOCATION
pain I I_DISEASE/I_LOCATION
. O O

METHODS O O
: O O
A O O
prospective O O
case O O
series O O
was O O
conducted O O
in O O
the O O
intensive O O
diagnostic O O
and O O
treatment O O
unit O O
in O O
the O O
ED O O
of O O
an O O
urban O O
tertiary O O
- O O
care O O
teaching O O
hospital O O
. O O

Patients O O
were O O
eligible O O
for O O
DSE O O
if O O
they O O
had O O
used O O
cocaine O O
within O O
24 O O
hours O O
preceding O O
the O O
onset O O
of O O
chest B B_DISEASE
pain I I_DISEASE
and O O
had O O
a O O
normal O O
ECG O O
and O O
tropinin O O
I O O
level O O
. O O

Patients O O
exhibiting O O
signs O O
of O O
continuing O O
cocaine O O
toxicity B B_DISEASE/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
were O O
excluded O O
from O O
the O O
study O O
. O O

All O O
patients O O
were O O
admitted O O
to O O
the O O
hospital O O
for O O
serial O O
testing O O
after O O
the O O
DSE O O
testing O O
in O O
the O O
intensive O O
diagnostic O O
and O O
treatment O O
unit O O
. O O

RESULTS O O
: O O
Twenty O O
- O O
four O O
patients O O
were O O
enrolled O O
. O O

Two O O
patients O O
had O O
inadequate O O
resting O O
images O O
, O O
one O O
DSE O O
was O O
terminated O O
because O O
of O O
inferior O O
hypokinesis B B_DISEASE_ADJECTIVE[DISEASE]
, O O
another O O
DSE O O
was O O
terminated O O
because O O
of O O
a O O
rate O O
- O O
related O O
atrial O O
conduction O O
deficit O O
, O O
and O O
1 O O
patient O O
did O O
not O O
reach O O
the O O
target O O
heart O O
rate O O
. O O

Thus O O
, O O
19 O O
patients O O
completed O O
a O O
DSE O O
and O O
reached O O
their O O
target O O
heart O O
rates O O
. O O

None O O
of O O
the O O
patients O O
experienced O O
signs O O
of O O
exaggerated O O
adrenergic O O
response O O
, O O
which O O
was O O
defined O O
as O O
a O O
systolic O O
blood O O
pressure O O
of O O
greater O O
than O O
200 O O
mm O O
Hg O O
or O O
the O O
occurrence O O
of O O
tachydysrhythmias B B_DISEASE
( O O
excluding O O
sinus B B_DISEASE
tachycardia I I_DISEASE
) O O
. O O

CONCLUSION O O
: O O
No O O
exaggerated O O
adrenergic O O
response O O
was O O
detected O O
when O O
dobutamine O O
was O O
administered O O
to O O
patients O O
with O O
cocaine O O
- O O
related O O
chest B B_DISEASE/B_LOCATION
pain I I_DISEASE/I_LOCATION
. O O

PURPOSE O O
: O O
Prenatal O O
cocaine O O
exposure O O
has O O
been O O
linked O O
with O O
subependymal O O
hemorrhage B B_DISEASE
and O O
the O O
formation O O
of O O
cysts B B_DISEASE/B_BODY_PART_OR_ORGAN_COMPONENT
that O O
are O O
detectable O O
on O O
cranial O O
sonography O O
in O O
neonates O O
born O O
at O O
term O O
. O O

Infants O O
were O O
categorized O O
into O O
1 O O
of O O
2 O O
groups O O
: O O
those O O
exposed O O
to O O
cocaine O O
and O O
those O O
not O O
exposed O O
to O O
cocaine O O
. O O

Infants O O
were O O
assigned O O
to O O
the O O
cocaine O O
- O O
exposed O O
group O O
if O O
there O O
was O O
a O O
maternal O O
history O O
of O O
cocaine B B_DISEASE
abuse I I_DISEASE
during O O
pregnancy O O
or O O
if O O
maternal O O
or O O
neonatal O O
urine O O
toxicology O O
results O O
were O O
positive O O
at O O
the O O
time O O
of O O
delivery O O
. O O

RESULTS O O
: O O
Five O O
of O O
the O O
122 O O
infants O O
were O O
excluded O O
from O O
the O O
study O O
because O O
of O O
insufficient O O
medical O O
and O O
drug O O
histories O O
. O O

The O O
incidence O O
of O O
subependymal B B_DISEASE
cysts I I_DISEASE
in O O
the O O
117 O O
remaining O O
infants O O
was O O
14 O O
% O O
( O O
16 O O
of O O
117 O O
) O O
. O O

The O O
incidence O O
of O O
subependymal B B_DISEASE
cysts I I_DISEASE
in O O
infants O O
exposed O O
to O O
cocaine O O
prenatally O O
was O O
44 O O
% O O
( O O
8 O O
of O O
18 O O
) O O
compared O O
with O O
8 O O
% O O
( O O
8 O O
of O O
99 O O
) O O
in O O
the O O
unexposed O O
group O O
( O O
p O O
< O O
0 O O
. O O
01 O O
) O O
. O O

This O O
result O O
is O O
consistent O O
with O O
results O O
of O O
similar O O
studies O O
in O O
term O O
infants O O
. O O

Thalidomide O O
neuropathy B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
in O O
patients O O
treated O O
for O O
metastatic O O
prostate B B_DISEASE
cancer I I_DISEASE
. O O

We O O
prospectively O O
evaluated O O
thalidomide O O
- O O
induced O O
neuropathy B B_DISEASE
using O O
electrodiagnostic O O
studies O O
. O O

Sixty O O
- O O
seven O O
men O O
with O O
metastatic O O
androgen O O
- O O
independent O O
prostate B B_DISEASE
cancer I I_DISEASE
in O O
an O O
open O O
- O O
label O O
trial O O
of O O
oral O O
thalidomide O O
underwent O O
neurologic O O
examinations O O
and O O
nerve O O
conduction O O
studies O O
( O O
NCS O O
) O O
prior O O
to O O
and O O
at O O
3 O O
- O O
month O O
intervals O O
during O O
treatment O O
. O O

SNAP O O
amplitudes O O
for O O
each O O
nerve O O
were O O
expressed O O
as O O
the O O
percentage O O
of O O
its O O
baseline O O
, O O
and O O
the O O
mean O O
of O O
the O O
four O O
was O O
termed O O
the O O
SNAP O O
index O O
. O O

Thalidomide O O
was O O
discontinued O O
in O O
55 O O
patients O O
for O O
lack O O
of O O
therapeutic O O
response O O
. O O

Of O O
67 O O
patients O O
initially O O
enrolled O O
, O O
24 O O
remained O O
on O O
thalidomide O O
for O O
3 O O
months O O
, O O
8 O O
remained O O
at O O
6 O O
months O O
, O O
and O O
3 O O
remained O O
at O O
9 O O
months O O
. O O

Six O O
patients O O
developed O O
neuropathy B B_DISEASE
. O O

Older O O
age O O
and O O
cumulative O O
dose O O
were O O
possible O O
contributing O O
factors O O
. O O

Neuropathy B B_DISEASE
may O O
thus O O
be O O
a O O
common O O
complication O O
of O O
thalidomide O O
in O O
older O O
patients O O
. O O

The O O
SNAP O O
index O O
can O O
be O O
used O O
to O O
monitor O O
peripheral B B_DISEASE_ADJECTIVE[DISEASE]
neuropathy I I_DISEASE_ADJECTIVE[DISEASE]
, O O
but O O
not O O
for O O
early O O
detection O O
. O O

Overexpression O O
of O O
copper O O
/ O O
zinc O O
- O O
superoxide O O
dismutase O O
protects O O
from O O
kanamycin O O
- O O
induced O O
hearing B B_DISEASE/B_GENE
loss I I_DISEASE/I_GENE
. O O

The O O
participation O O
of O O
reactive O O
oxygen O O
species O O
in O O
aminoglycoside O O
- O O
induced O O
ototoxicity B B_DISEASE
has O O
been O O
deduced O O
from O O
observations O O
that O O
aminoglycoside O O
- O O
iron O O
complexes O O
catalyze O O
the O O
formation O O
of O O
superoxide O O
radicals O O
in O O
vitro O O
and O O
that O O
antioxidants O O
attenuate O O
ototoxicity B B_DISEASE_ADJECTIVE[DISEASE]/B_LAB_PROCEDURE[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
in O O
vivo O O
. O O

We O O
therefore O O
hypothesized O O
that O O
overexpression O O
of O O
Cu O O
/ O O
Zn O O
- O O
superoxide O O
dismutase O O
( O O
h O O
- O O
SOD1 O O
) O O
should O O
protect O O
transgenic O O
mice O O
from O O
ototoxicity B B_DISEASE/B_GENE
. O O

Immunocytochemistry O O
confirmed O O
expression O O
of O O
h O O
- O O
SOD1 O O
in O O
inner O O
ear O O
tissues O O
of O O
transgenic O O
C57BL O O
/ O O
6 O O
- O O
TgN O O
[ O O
SOD1 O O
] O O
3Cje O O
mice O O
. O O

Transgenic O O
and O O
nontransgenic O O
littermates O O
received O O
kanamycin O O
( O O
400 O O
mg O O
/ O O
kg O O
body O O
weight O O
/ O O
day O O
) O O
for O O
10 O O
days O O
beginning O O
on O O
day O O
10 O O
after O O
birth O O
. O O

Auditory O O
thresholds O O
were O O
tested O O
by O O
evoked O O
auditory O O
brain O O
stem O O
responses O O
at O O
1 O O
month O O
after O O
birth O O
. O O

In O O
the O O
transgenic O O
group O O
, O O
kanamycin O O
increased O O
the O O
threshold O O
by O O
only O O
15 O O
dB O O
over O O
the O O
respective O O
controls O O
. O O

The O O
effects O O
were O O
similar O O
at O O
12 O O
and O O
24 O O
kHz O O
. O O

The O O
protection O O
by O O
overexpression O O
of O O
superoxide O O
dismutase O O
supports O O
the O O
hypothesis O O
that O O
oxidant O O
stress O O
plays O O
a O O
significant O O
role O O
in O O
aminoglycoside O O
- O O
induced O O
ototoxicity B B_DISEASE
. O O

Fatty B B_DISEASE/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
liver I I_DISEASE/I_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
induced O O
by O O
tetracycline O O
in O O
the O O
rat O O
. O O

Dose O O
- O O
response O O
relationships O O
and O O
effect O O
of O O
sex O O
. O O

Dose O O
- O O
response O O
relationships O O
, O O
biochemical O O
mechanisms O O
, O O
and O O
sex O O
differences O O
in O O
the O O
experimental O O
fatty B B_DISEASE/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
liver I I_DISEASE/I_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
induced O O
by O O
tetracycline O O
were O O
studied O O
in O O
the O O
intact O O
rat O O
and O O
with O O
the O O
isolated O O
perfused O O
rat O O
liver O O
in O O
vitro O O
. O O

In O O
the O O
intact O O
male O O
and O O
female O O
rat O O
, O O
no O O
direct O O
relationship O O
was O O
observed O O
between O O
dose O O
of O O
tetracycline O O
and O O
hepatic O O
accumulation O O
of O O
triglyceride O O
. O O

With O O
provision O O
of O O
adequate O O
oleic O O
acid O O
as O O
a O O
substrate O O
for O O
the O O
isolated O O
perfused O O
liver O O
, O O
a O O
direct O O
relationship O O
was O O
observed O O
between O O
dose O O
of O O
tetracycline O O
and O O
both O O
accumulation O O
of O O
triglyceride O O
in O O
the O O
liver O O
and O O
depression B B_LAB_TEST_COMPONENT[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]/B_DISEASE
of O O
output O O
of O O
triglyceride O O
by O O
livers O O
from O O
male O O
and O O
female O O
rats O O
. O O

Marked O O
differences O O
were O O
observed O O
between O O
female O O
and O O
male O O
rats O O
with O O
regard O O
to O O
base O O
line O O
( O O
control O O
) O O
hepatic O O
concentration O O
of O O
triglyceride O O
and O O
output O O
of O O
triglyceride O O
. O O

Accumulation O O
of O O
hepatic O O
triglyceride O O
, O O
as O O
a O O
per O O
cent O O
of O O
control O O
values O O
, O O
in O O
response O O
to O O
graded O O
doses O O
of O O
tetracycline O O
, O O
did O O
not O O
differ O O
significantly O O
between O O
male O O
, O O
female O O
and O O
pregnant O O
rat O O
livers O O
. O O

However O O
, O O
livers O O
from O O
female O O
, O O
and O O
especially O O
pregnant O O
female O O
rats O O
, O O
were O O
strikingly O O
resistant O O
to O O
the O O
effects O O
of O O
tetracycline O O
on O O
depression B B_LAB_TEST_COMPONENT[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]/B_DISEASE
of O O
output O O
of O O
triglyceride O O
under O O
these O O
experimental O O
conditions O O
. O O

These O O
differences O O
between O O
the O O
sexes O O
could O O
not O O
be O O
related O O
to O O
altered O O
disposition O O
of O O
tetracycline O O
or O O
altered O O
uptake O O
of O O
oleic O O
acid O O
. O O

Prednisone O O
induces O O
anxiety B B_BODY_PART_OR_ORGAN_COMPONENT/B_DISEASE
and O O
glial O O
cerebral O O
changes O O
in O O
rats O O
. O O

OBJECTIVE O O
: O O
To O O
assess O O
whether O O
prednisone O O
( O O
PDN O O
) O O
produces O O
anxiety B B_DISEASE/B_BODY_PART_OR_ORGAN_COMPONENT
and O O
/ O O
or O O
cerebral O O
glial O O
changes O O
in O O
rats O O
. O O

METHODS O O
: O O
Male O O
Wistar O O
rats O O
were O O
studied O O
and O O
3 O O
groups O O
were O O
formed O O
( O O
8 O O
rats O O
per O O
group O O
) O O
. O O

The O O
moderate O O
- O O
dose O O
group O O
received O O
5 O O
mg O O
/ O O
kg O O
/ O O
day O O
PDN O O
released O O
from O O
a O O
subcutaneous O O
implant O O
. O O

In O O
the O O
high O O
- O O
dose O O
group O O
, O O
implants O O
containing O O
PDN O O
equivalent O O
to O O
60 O O
mg O O
/ O O
kg O O
/ O O
day O O
were O O
applied O O
. O O

In O O
the O O
control O O
group O O
implants O O
contained O O
no O O
PDN O O
. O O

Anxiety B B_DISEASE
was O O
assessed O O
using O O
an O O
open O O
field O O
and O O
elevated O O
plus O O
- O O
maze O O
devices O O
. O O

The O O
number O O
of O O
cells O O
and O O
cytoplasmic O O
transformation O O
of O O
astrocytes O O
and O O
microglia O O
cells O O
were O O
assessed O O
by O O
immunohistochemical O O
analyses O O
. O O

RESULTS O O
: O O
Anxiety B B_DISEASE/B_GENE
was O O
documented O O
in O O
both O O
groups O O
of O O
PDN O O
treated O O
rats O O
compared O O
with O O
controls O O
. O O

The O O
number O O
of O O
stained O O
microglia O O
cells O O
was O O
significantly O O
higher O O
in O O
the O O
PDN O O
treated O O
groups O O
in O O
the O O
prefrontal O O
cortex O O
than O O
in O O
controls O O
( O O
moderate O O
- O O
dose O O
, O O
29 O O
. O O
1 O O
; O O
high O O
- O O
dose O O
, O O
28 O O
. O O
4 O O
; O O
control O O
, O O
17 O O
. O O
7 O O
cells O O
per O O
field O O
; O O
p O O
< O O
0 O O
. O O
01 O O
) O O
. O O

Stained O O
microglia O O
cells O O
were O O
significantly O O
more O O
numerous O O
striatum O O
and O O
hippocampus O O
in O O
the O O
high O O
- O O
dose O O
group O O
compared O O
to O O
controls O O
. O O

CONCLUSION O O
: O O
Subacute O O
exposure O O
to O O
PDN O O
induced O O
anxiety B B_DISEASE
and O O
reactivity O O
of O O
microglia O O
. O O

The O O
relevance O O
of O O
these O O
features O O
for O O
patients O O
using O O
PDN O O
remains O O
to O O
be O O
elucidated O O
. O O

Phase O O
II O O
study O O
of O O
carboplatin O O
and O O
liposomal O O
doxorubicin O O
in O O
patients O O
with O O
recurrent O O
squamous B B_DISEASE
cell I I_DISEASE
carcinoma I I_DISEASE
of I I_DISEASE
the I I_DISEASE
cervix I I_DISEASE
. O O

BACKGROUND O O
: O O
The O O
activity O O
of O O
the O O
combination O O
of O O
carboplatin O O
and O O
liposomal O O
doxorubicin O O
was O O
tested O O
in O O
a O O
Phase O O
II O O
study O O
of O O
patients O O
with O O
recurrent O O
cervical B B_DISEASE
carcinoma I I_DISEASE
. O O

METHODS O O
: O O
The O O
combination O O
of O O
carboplatin O O
( O O
area O O
under O O
the O O
concentration O O
curve O O
[ O O
AUC O O
] O O
, O O
5 O O
) O O
and O O
liposomal O O
doxorubicin O O
( O O
Doxil O O
; O O
starting O O
dose O O
, O O
40 O O
mg O O
/ O O
m O O
( O O
2 O O
) O O
) O O
was O O
administered O O
intravenously O O
every O O
28 O O
days O O
to O O
37 O O
patients O O
with O O
recurrent O O
squamous B B_DISEASE
cell I I_DISEASE
cervical I I_DISEASE
carcinoma I I_DISEASE
to O O
determine O O
antitumor O O
activity O O
and O O
toxicity B B_DRUG_ADJECTIVE[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]/B_DISEASE
profile O O
. O O

RESULTS O O
: O O
Twenty O O
- O O
nine O O
patients O O
were O O
assessable O O
for O O
response O O
, O O
and O O
35 O O
patients O O
were O O
assessable O O
for O O
toxicity B B_DISEASE/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
. O O

The O O
overall O O
response O O
rate O O
was O O
38 O O
% O O
, O O
the O O
median O O
time O O
to O O
response O O
was O O
10 O O
weeks O O
, O O
the O O
median O O
duration O O
of O O
response O O
was O O
26 O O
weeks O O
, O O
and O O
the O O
median O O
survival O O
was O O
37 O O
weeks O O
. O O

The O O
main O O
toxic O O
effect O O
was O O
myelosuppression B B_DISEASE
, O O
with O O
Grade O O
3 O O
and O O
4 O O
neutropenia B B_DISEASE
in O O
16 O O
patients O O
, O O
anemia B B_DISEASE
in O O
12 O O
patients O O
, O O
thrombocytopenia B B_DISEASE
in O O
11 O O
patients O O
, O O
and O O
neutropenic B B_DISEASE
fever I I_DISEASE
in O O
3 O O
patients O O
. O O

Grade O O
> O O
or O O
= O O
2 O O
nonhematologic O O
toxicity B B_DISEASE/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
included O O
nausea B B_DISEASE
in O O
17 O O
patients O O
, O O
emesis B B_DISEASE
in O O
14 O O
patients O O
, O O
fatigue B B_DISEASE
in O O
9 O O
patients O O
, O O
mucositis B B_DISEASE
and O O
/ O O
or O O
stomatitis B B_DISEASE
in O O
8 O O
patients O O
, O O
constipation B B_DISEASE
in O O
6 O O
patients O O
, O O
weight B B_DISEASE
loss I I_DISEASE
in O O
5 O O
patients O O
, O O
hand B B_DISEASE
- I I_DISEASE
foot I I_DISEASE
syndrome I I_DISEASE
in O O
2 O O
patients O O
, O O
and O O
skin B B_DISEASE
reactions I I_DISEASE
in O O
3 O O
patients O O
. O O

CONCLUSIONS O O
: O O
The O O
combination O O
of O O
carboplatin O O
and O O
liposomal O O
doxorubicin O O
has O O
modest O O
activity O O
in O O
patients O O
with O O
recurrent O O
cervical B B_DISEASE
carcinoma I I_DISEASE
. O O

Antimicrobial O O
- O O
induced O O
mania B B_DISEASE
( O O
antibiomania B B_DISEASE/B_MEASURE
) O O
: O O
a O O
review O O
of O O
spontaneous O O
reports O O
. O O

The O O
authors O O
reviewed O O
reported O O
cases O O
of O O
antibiotic O O
- O O
induced O O
manic B B_DISEASE
episodes O O
by O O
means O O
of O O
a O O
MEDLINE O O
and O O
PsychLit O O
search O O
for O O
reports O O
of O O
antibiotic O O
- O O
induced O O
mania B B_DISEASE
. O O

Unpublished O O
reports O O
were O O
requested O O
from O O
the O O
World O O
Health O O
Organization O O
( O O
WHO O O
) O O
and O O
the O O
Food O O
and O O
Drug O O
Administration O O
( O O
FDA O O
) O O
. O O

Twenty O O
- O O
one O O
reports O O
of O O
antimicrobial O O
- O O
induced O O
mania B B_DISEASE
were O O
found O O
in O O
the O O
literature O O
. O O

There O O
were O O
6 O O
cases O O
implicating O O
clarithromycin O O
, O O
13 O O
implicating O O
isoniazid O O
, O O
and O O
1 O O
case O O
each O O
implicating O O
erythromycin O O
and O O
amoxicillin O O
. O O

The O O
WHO O O
reported O O
82 O O
cases O O
. O O

Of O O
these O O
, O O
clarithromycin O O
was O O
implicated O O
in O O
23 O O
( O O
27 O O
. O O
6 O O
% O O
) O O
cases O O
, O O
ciprofloxacin O O
in O O
12 O O
( O O
14 O O
. O O
4 O O
% O O
) O O
cases O O
, O O
and O O
ofloxacin O O
in O O
10 O O
( O O
12 O O
% O O
) O O
cases O O
. O O

Cotrimoxazole O O
, O O
metronidazole O O
, O O
and O O
erythromycin O O
were O O
involved O O
in O O
15 O O
reported O O
manic B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
episodes O O
. O O

Cases O O
reported O O
by O O
the O O
FDA O O
showed O O
clarithromycin O O
and O O
ciprofloxacin O O
to O O
be O O
the O O
most O O
frequently O O
associated O O
with O O
the O O
development O O
of O O
mania B B_DISEASE/B_GENE
. O O

Statistical O O
analysis O O
of O O
the O O
data O O
would O O
not O O
have O O
demonstrated O O
a O O
significant O O
statistical O O
correlative O O
risk O O
and O O
was O O
therefore O O
not O O
undertaken O O
. O O

Patients O O
have O O
an O O
increased O O
risk O O
of O O
developing O O
mania B B_DISEASE
while O O
being O O
treated O O
with O O
antimicrobials O O
. O O

Further O O
research O O
clearly O O
is O O
required O O
to O O
determine O O
the O O
incidence O O
of O O
antimicrobial O O
- O O
induced O O
mania B B_DISEASE
, O O
the O O
relative O O
risk O O
factors O O
of O O
developing O O
an O O
antimicrobial O O
- O O
induced O O
manic B B_DISEASE
episode O O
among O O
various O O
demographic O O
populations O O
, O O
and O O
the O O
incidence O O
of O O
patients O O
who O O
continue O O
to O O
have O O
persistent O O
affective O O
disorders O O
once O O
the O O
initial O O
episode O O
, O O
which O O
occurs O O
while O O
the O O
patient O O
is O O
taking O O
antibiotics O O
, O O
subsides O O
. O O

Levodopa O O
- O O
induced O O
ocular B B_DISEASE
dyskinesias I I_DISEASE
in O O
Parkinson B B_DISEASE_ADJECTIVE[DISEASE]/B_PERSON
' I B_DISEASE_ADJECTIVE[DISEASE]/I_PERSON
s I B_DISEASE_ADJECTIVE[DISEASE]/I_PERSON
disease I B_DISEASE_ADJECTIVE[DISEASE]/I_PERSON
. O O

Levodopa O O
- O O
induced O O
ocular B B_DISEASE_ADJECTIVE[DISEASE]
dyskinesias I I_DISEASE_ADJECTIVE[DISEASE]
are O O
very O O
uncommon O O
. O O

Usually O O
they O O
occur O O
simultaneously O O
with O O
limb O O
peak O O
- O O
dose O O
choreatic B B_LAB_TEST_COMPONENT[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]/B_DISEASE_ADJECTIVE[DISEASE]
dyskinesias I I_LAB_TEST_COMPONENT[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]/I_DISEASE_ADJECTIVE[DISEASE]
. O O

We O O
report O O
on O O
a O O
patient O O
with O O
leftward O O
and O O
upward O O
deviations O O
of O O
gaze O O
during O O
the O O
peak O O
effect O O
of O O
levodopa O O
, O O
and O O
hypothesize O O
that O O
a O O
severe O O
dopaminergic O O
denervation O O
in O O
the O O
caudate O O
nucleus O O
is O O
needed O O
for O O
the O O
appearance O O
of O O
these O O
levodopa O O
- O O
induce O O
ocular B B_DISEASE_ADJECTIVE[DISEASE]
dyskinesias I I_DISEASE_ADJECTIVE[DISEASE]
. O O

A O O
comparison O O
of O O
glyceryl O O
trinitrate O O
with O O
diclofenac O O
for O O
the O O
treatment O O
of O O
primary O O
dysmenorrhea B B_DISEASE
: O O
an O O
open O O
, O O
randomized O O
, O O
cross O O
- O O
over O O
trial O O
. O O

Primary O O
dysmenorrhea B B_DISEASE/B_ORGANISM_FUNCTION
is O O
a O O
syndrome O O
characterized O O
by O O
painful O O
uterine O O
contractility O O
caused O O
by O O
a O O
hypersecretion O O
of O O
endometrial O O
prostaglandins O O
; O O
non O O
- O O
steroidal O O
